,class,x,y,w,h,frameNo
3177,5,0.5625,0.371094,0.580556,0.107813,15673
2584,5,0.573611,0.372656,0.591667,0.107813,15674
2774,5,0.588889,0.372656,0.583333,0.107813,15675
2571,5,0.608333,0.373437,0.572222,0.10625,15676
2395,5,0.620833,0.374219,0.563889,0.107813,15677
386,5,0.625,0.374219,0.577778,0.107813,15678
555,5,0.6375,0.373437,0.586111,0.109375,15679
162,5,0.648611,0.373437,0.580556,0.109375,15680
11,5,0.658333,0.375,0.594444,0.109375,15681
194,5,0.672222,0.375,0.616667,0.109375,15682
359,5,0.683333,0.376563,0.605556,0.109375,15683
576,5,0.694444,0.376563,0.588889,0.1125,15684
730,5,0.702778,0.377344,0.588889,0.114063,15685
551,5,0.701389,0.376563,0.580556,0.1125,15686
392,5,0.708333,0.378125,0.566667,0.109375,15687
2398,5,0.718056,0.378125,0.563889,0.1125,15688
2567,5,0.723611,0.377344,0.552778,0.110937,15689
577,5,0.729167,0.376563,0.536111,0.109375,15690
727,5,0.7375,0.378125,0.513889,0.109375,15691
554,5,0.744444,0.378125,0.505556,0.10625,15692
391,5,0.740278,0.377344,0.508333,0.104687,15693
161,5,0.752778,0.378125,0.488889,0.10625,15694
14,5,0.759722,0.377344,0.475,0.110937,15695
190,5,0.7625,0.375781,0.469444,0.107813,15696
360,5,0.765278,0.375781,0.463889,0.104687,15697
3169,5,0.768056,0.375781,0.458333,0.104687,15698
2998,5,0.776389,0.375781,0.447222,0.107813,15699
2668,5,0.783333,0.376563,0.427778,0.10625,15700
2688,5,0.784722,0.377344,0.425,0.107813,15701
2487,5,0.790278,0.377344,0.413889,0.110937,15702
2477,5,0.798611,0.375781,0.402778,0.110937,15703
2898,5,0.805556,0.377344,0.383333,0.107813,15704
2866,5,0.8125,0.377344,0.369444,0.110937,15705
3073,5,0.819444,0.376563,0.355556,0.1125,15706
3093,5,0.829167,0.377344,0.341667,0.110937,15707
281,5,0.833333,0.377344,0.327778,0.110937,15708
270,5,0.8375,0.376563,0.319444,0.1125,15709
2893,5,0.843056,0.375781,0.308333,0.114063,15710
2869,5,0.848611,0.375781,0.297222,0.114063,15711
3072,5,0.852778,0.376563,0.283333,0.115625,15712
3096,5,0.858333,0.376563,0.272222,0.115625,15713
2673,5,0.866667,0.377344,0.255556,0.110937,15714
2685,5,0.877778,0.378906,0.244444,0.114063,15715
2488,5,0.881944,0.377344,0.236111,0.110937,15716
2473,5,0.8875,0.378125,0.219444,0.1125,15717
465,5,0.893056,0.379687,0.208333,0.1125,15718
478,5,0.898611,0.380469,0.197222,0.114063,15719
278,5,0.906944,0.379687,0.180556,0.1125,15720
272,5,0.9125,0.378125,0.163889,0.109375,15721
84,5,0.920833,0.378125,0.152778,0.109375,15722
92,5,0.925,0.378906,0.144444,0.107813,15723
462,5,0.933333,0.378906,0.127778,0.107813,15724
482,5,0.938889,0.378906,0.116667,0.104687,15725
662,5,0.944444,0.378906,0.105556,0.104687,15726
642,5,0.954167,0.378125,0.0916667,0.096875,15727
2665,5,0.958333,0.378125,0.0777778,0.10625,15728
2693,5,0.966667,0.378125,0.0666667,0.10625,15729
2970,5,0.940278,0.374219,0.119444,0.117188,27615
3171,5,0.930556,0.375,0.138889,0.121875,27616
2995,5,0.919444,0.375,0.161111,0.125,27617
189,5,0.906944,0.374219,0.180556,0.126563,27618
364,5,0.897222,0.374219,0.2,0.126563,27619
553,5,0.886111,0.374219,0.222222,0.126563,27620
389,5,0.876389,0.374219,0.236111,0.123438,27621
578,5,0.865278,0.371875,0.258333,0.128125,27622
728,5,0.858333,0.371094,0.277778,0.126563,27623
191,5,0.847222,0.371094,0.294444,0.129688,27624
362,5,0.840278,0.370313,0.313889,0.13125,27625
160,5,0.831944,0.370313,0.330556,0.128125,27626
13,5,0.820833,0.370313,0.352778,0.125,27627
2797,5,0.809722,0.371094,0.375,0.123438,27628
2967,5,0.8,0.371875,0.394444,0.125,27629
193,5,0.786111,0.371094,0.422222,0.123438,27630
358,5,0.770833,0.371875,0.447222,0.121875,27631
163,5,0.761111,0.370313,0.461111,0.121875,27632
12,5,0.761111,0.371094,0.477778,0.123438,27633
552,5,0.758333,0.371094,0.483333,0.126563,27634
393,5,0.745833,0.370313,0.502778,0.128125,27635
575,5,0.7375,0.370313,0.513889,0.128125,27636
729,5,0.725,0.371094,0.533333,0.129688,27637
2770,5,0.720833,0.369531,0.547222,0.129688,27638
2588,5,0.713889,0.367969,0.566667,0.132812,27639
1540,5,0.702778,0.36875,0.577778,0.134375,27640
1354,5,0.694444,0.36875,0.594444,0.13125,27641
1157,5,0.683333,0.36875,0.616667,0.134375,27642
1333,5,0.675,0.367969,0.65,0.132812,27643
754,5,0.673611,0.369531,0.652778,0.132812,27644
931,5,0.661111,0.367969,0.633333,0.129688,27645
1135,5,0.636111,0.36875,0.638889,0.128125,27646
957,5,0.606944,0.367969,0.675,0.126563,27647
2184,5,0.590278,0.367188,0.658333,0.125,27648
2373,5,0.579167,0.367188,0.658333,0.125,27649
751,5,0.561111,0.367188,0.627778,0.121875,27650
933,5,0.544444,0.366406,0.644444,0.120312,27651
